taxon,lineage,conflict,ambiguity_score,scorpio_call,scorpio_support,scorpio_conflict,scorpio_notes,version,pangolin_version,scorpio_version,constellation_version,is_designated,qc_status,qc_notes,note
hCoV-19/USA/FL-Shands-VTM-352/2020|Shands-VTM-352|2020-11-30|NorthAmerica,B.1.243,0.0,,,,,,PUSHER-v1.12,4.1.2,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.18,Usher placements: B.1.243(1/1)
hCoV-19/USA/FL-Shands-VTM-353/2020|Shands-VTM-353|2020-11-30|NorthAmerica,B.1.2,0.0,,,,,,PUSHER-v1.12,4.1.2,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.02,Usher placements: B.1.2(1/1)
hCoV-19/USA/FL-Shands-VTM-354/2020|Shands-VTM-354|2020-11-30|NorthAmerica,B.1.234,0.0,,,,,,PUSHER-v1.12,4.1.2,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.02,Usher placements: B.1.234(1/1)
hCoV-19/USA/FL-Shands-VTM-356/2020|Shands-VTM-356|2020-11-30|NorthAmerica,B.1.234,0.0,,,,,,PUSHER-v1.12,4.1.2,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.02,Usher placements: B.1.234(1/1)
hCoV-19/USA/FL-Shands-VTM-357/2020|Shands-VTM-357|2020-11-30|NorthAmerica,B.1.349,0.0,,,,,,PUSHER-v1.12,4.1.2,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.02,Usher placements: B.1.349(1/1)
hCoV-19/USA/FL-Shands-VTM-358/2020|Shands-VTM-358|2020-11-30|NorthAmerica,B.1.240,0.0,,,,,,PUSHER-v1.12,4.1.2,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.02,Usher placements: B.1.240(1/1)
hCoV-19/USA/FL-Shands-VTM-359/2020|Shands-VTM-359|2020-11-29|NorthAmerica,B.1.280,0.0,,,,,,PUSHER-v1.12,4.1.2,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.21,Usher placements: B.1.280(1/1)
hCoV-19/USA/FL-Shands-VTM-360/2020|Shands-VTM-360|2020-11-29|NorthAmerica,B.1.2,0.0,,,,,,PUSHER-v1.12,4.1.2,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.02,Usher placements: B.1.2(2/2)
hCoV-19/USA/FL-Shands-VTM-361/2020|Shands-VTM-361|2020-11-29|NorthAmerica,B.1.596,0.0,,,,,,PUSHER-v1.12,4.1.2,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.02,Usher placements: B.1.596(1/1)
hCoV-19/USA/FL-Shands-VTM-362/2020|Shands-VTM-362|2020-11-29|NorthAmerica,B.1.596,0.0,,,,,,PUSHER-v1.12,4.1.2,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.02,Usher placements: B.1.596(1/1)
hCoV-19/USA/FL-Shands-VTM-363/2020|Shands-VTM-363|2020-11-29|NorthAmerica,B.1.243,0.0,,,,,,PUSHER-v1.12,4.1.2,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.02,Usher placements: B.1.243(2/2)
hCoV-19/USA/FL-Shands-VTM-364/2020|Shands-VTM-364|2020-11-29|NorthAmerica,B.1.234,0.0,,,,,,PUSHER-v1.12,4.1.2,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.02,Usher placements: B.1.234(1/1)
hCoV-19/USA/FL-Shands-VTM-365/2020|Shands-VTM-365|2020-11-29|NorthAmerica,B.1.243,0.0,,,,,,PUSHER-v1.12,4.1.2,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.02,Usher placements: B.1.243(2/2)
hCoV-19/USA/FL-Shands-VTM-366/2020|Shands-VTM-366|2020-11-29|NorthAmerica,B.1.2,0.0,,,,,,PANGO-v1.12,4.1.2,0.3.17,v0.1.10,True,pass,Ambiguous_content:0.02,Assigned from designation hash.
hCoV-19/USA/FL-Shands-VTM-367/2020|Shands-VTM-367|2020-11-29|NorthAmerica,B.1.2,0.0,,,,,,PUSHER-v1.12,4.1.2,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.02,Usher placements: B.1.2(1/1)
hCoV-19/USA/FL-Shands-VTM-368/2020|Shands-VTM-368|2020-11-29|NorthAmerica,B.1.234,0.0,,,,,,PANGO-v1.12,4.1.2,0.3.17,v0.1.10,True,pass,Ambiguous_content:0.02,Assigned from designation hash.
hCoV-19/USA/FL-Shands-VTM-369/2020|Shands-VTM-369|2020-11-28|NorthAmerica,B.1.234,0.0,,,,,,PUSHER-v1.12,4.1.2,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.02,Usher placements: B.1.234(1/1)
hCoV-19/USA/FL-Shands-VTM-370/2020|Shands-VTM-370|2020-11-28|NorthAmerica,B.1.2,0.0,,,,,,PUSHER-v1.12,4.1.2,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.02,Usher placements: B.1.2(1/1)
hCoV-19/USA/FL-Shands-VTM-371/2020|Shands-VTM-371|2020-11-28|NorthAmerica,B.1.409,0.0,,,,,,PUSHER-v1.12,4.1.2,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.02,Usher placements: B.1.409(1/1)
hCoV-19/USA/FL-Shands-VTM-372/2020|Shands-VTM-372|2020-11-28|NorthAmerica,B.1.2,0.0,,,,,,PUSHER-v1.12,4.1.2,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.02,Usher placements: B.1.2(1/1)
hCoV-19/USA/FL-Shands-VTM-373/2020|Shands-VTM-373|2020-11-28|NorthAmerica,B.1.234,0.0,,,,,,PUSHER-v1.12,4.1.2,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.02,Usher placements: B.1.234(1/1)
hCoV-19/USA/FL-Shands-VTM-374/2020|Shands-VTM-374|2020-11-28|NorthAmerica,B.1.2,0.0,,,,,,PANGO-v1.12,4.1.2,0.3.17,v0.1.10,True,pass,Ambiguous_content:0.02,Assigned from designation hash.
hCoV-19/USA/FL-Shands-VTM-375/2020|Shands-VTM-375|2020-11-28|NorthAmerica,B.1.234,0.0,,,,,,PUSHER-v1.12,4.1.2,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.02,Usher placements: B.1.234(1/1)
hCoV-19/USA/FL-Shands-VTM-376/2020|Shands-VTM-376|2020-11-28|NorthAmerica,B.1.234,0.0,,,,,,PUSHER-v1.12,4.1.2,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.02,Usher placements: B.1.234(1/1)
hCoV-19/USA/FL-Shands-VTM-377/2020|Shands-VTM-377|2020-11-28|NorthAmerica,B.1.234,0.0,,,,,,PUSHER-v1.12,4.1.2,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.11,Usher placements: B.1.234(1/1)
hCoV-19/USA/FL-Shands-VTM-378/2020|Shands-VTM-378|2020-11-28|NorthAmerica,B.1.234,0.0,,,,,,PUSHER-v1.12,4.1.2,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.02,Usher placements: B.1.234(1/1)
hCoV-19/USA/FL-Shands-VTM-379/2020|Shands-VTM-379|2020-11-27|NorthAmerica,B.1.576,0.0,,,,,,PUSHER-v1.12,4.1.2,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.02,Usher placements: B.1.576(1/1)
hCoV-19/USA/FL-Shands-VTM-380/2020|Shands-VTM-380|2020-11-27|NorthAmerica,B.1.240,0.0,,,,,,PUSHER-v1.12,4.1.2,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.02,Usher placements: B.1.240(1/1)
hCoV-19/USA/FL-Shands-VTM-383/2020|Shands-VTM-383|2020-11-27|NorthAmerica,B.1.2,0.0,,,,,,PUSHER-v1.12,4.1.2,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.06,Usher placements: B.1.2(3/3)
hCoV-19/USA/FL-Shands-VTM-385/2020|Shands-VTM-385|2020-11-27|NorthAmerica,B.1,0.5,,,,,,PUSHER-v1.12,4.1.2,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.15,Usher placements: B.1(3/6) B.1.2(3/6)
hCoV-19/USA/FL-Shands-VTM-387/2020|Shands-VTM-387|2020-11-27|NorthAmerica,B.1.580,0.0,,,,,,PUSHER-v1.12,4.1.2,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.02,Usher placements: B.1.580(1/1)
hCoV-19/USA/FL-Shands-VTM-388/2020|Shands-VTM-388|2020-11-27|NorthAmerica,B.1.234,0.0,,,,,,PUSHER-v1.12,4.1.2,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.04,Usher placements: B.1.234(2/2)
hCoV-19/USA/FL-Shands-VTM-389/2020|Shands-VTM-389|2020-11-26|NorthAmerica,B.1.234,0.0,,,,,,PUSHER-v1.12,4.1.2,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.02,Usher placements: B.1.234(1/1)
hCoV-19/USA/FL-Shands-VTM-390/2020|Shands-VTM-390|2020-11-26|NorthAmerica,B.1.2,0.0,,,,,,PUSHER-v1.12,4.1.2,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.02,Usher placements: B.1.2(1/1)
hCoV-19/USA/FL-Shands-VTM-392/2020|Shands-VTM-392|2020-11-26|NorthAmerica,B.1.234,0.0,,,,,,PUSHER-v1.12,4.1.2,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.02,Usher placements: B.1.234(1/1)
hCoV-19/USA/FL-Shands-VTM-393/2020|Shands-VTM-393|2020-11-26|NorthAmerica,B.1.2,0.0,,,,,,PUSHER-v1.12,4.1.2,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.03,Usher placements: B.1.2(1/1)
hCoV-19/USA/FL-Shands-VTM-395/2020|Shands-VTM-395|2020-11-26|NorthAmerica,B.1.234,0.0,,,,,,PUSHER-v1.12,4.1.2,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.02,Usher placements: B.1.234(1/1)
hCoV-19/USA/FL-Shands-VTM-397/2020|Shands-VTM-397|2020-11-26|NorthAmerica,B.1.2,0.0,,,,,,PUSHER-v1.12,4.1.2,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.02,Usher placements: B.1.2(1/1)
hCoV-19/USA/FL-Shands-VTM-398/2020|Shands-VTM-398|2020-11-26|NorthAmerica,B.1.234,0.0,,,,,,PUSHER-v1.12,4.1.2,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.28,Usher placements: B.1.234(5/5)
hCoV-19/USA/FL-Shands-VTM-399/2020|Shands-VTM-399|2020-11-25|NorthAmerica,B.1.2,0.0,,,,,,PUSHER-v1.12,4.1.2,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.02,Usher placements: B.1.2(1/1)
hCoV-19/USA/FL-Shands-VTM-400/2020|Shands-VTM-400|2020-11-25|NorthAmerica,B.1.580,0.0,,,,,,PUSHER-v1.12,4.1.2,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.02,Usher placements: B.1.580(1/1)
hCoV-19/USA/FL-Shands-VTM-402/2020|Shands-VTM-402|2020-11-25|NorthAmerica,B.1.349,0.0,,,,,,PUSHER-v1.12,4.1.2,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.02,Usher placements: B.1.349(1/1)
hCoV-19/USA/FL-Shands-VTM-403/2020|Shands-VTM-403|2020-11-25|NorthAmerica,B.1.349,0.0,,,,,,PUSHER-v1.12,4.1.2,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.02,Usher placements: B.1.349(1/1)
hCoV-19/USA/FL-Shands-VTM-406/2020|Shands-VTM-406|2020-11-25|NorthAmerica,B.1.243,0.0,,,,,,PUSHER-v1.12,4.1.2,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.02,Usher placements: B.1.243(2/2)
hCoV-19/USA/FL-STP-Saliva-413-VAC/2021|STP-Saliva-413-VAC|2021-02-19|NorthAmerica,B.1.429,0.0,,Epsilon (B.1.429-like),1.0,0.0,scorpio call: Alt alleles 14; Ref alleles 0; Amb alleles 0; Oth alleles 0,PUSHER-v1.12,4.1.2,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.07,Usher placements: B.1.429(1/1)
hCoV-19/USA/FL-Shands-VTM-100/2021|Shands-VTM-100|2021-02-01|NorthAmerica,B.1.2,0.0,,,,,,PUSHER-v1.12,4.1.2,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.02,Usher placements: B.1.2(1/1)
hCoV-19/USA/FL-Shands-VTM-101/2021|Shands-VTM-101|2021-02-01|NorthAmerica,B.1.2,0.0,,,,,,PUSHER-v1.12,4.1.2,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.02,Usher placements: B.1.2(1/1)
hCoV-19/USA/FL-Shands-VTM-102/2021|Shands-VTM-102|2021-02-01|NorthAmerica,B.1.425,0.0,,,,,,PUSHER-v1.12,4.1.2,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.02,Usher placements: B.1.425(1/1)
hCoV-19/USA/FL-Shands-VTM-104/2021|Shands-VTM-104|2021-02-02|NorthAmerica,B.1.311,0.0,,,,,,PUSHER-v1.12,4.1.2,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.02,Usher placements: B.1.311(1/1)
hCoV-19/USA/FL-Shands-VTM-106/2021|Shands-VTM-106|2021-02-02|NorthAmerica,B.1.544,0.0,,,,,,PUSHER-v1.12,4.1.2,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.02,Usher placements: B.1.544(1/1)
hCoV-19/USA/FL-Shands-VTM-108/2021|Shands-VTM-108|2021-02-02|NorthAmerica,B.1.243,0.0,,,,,,PUSHER-v1.12,4.1.2,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.28,Usher placements: B.1.243(9/9)
hCoV-19/USA/FL-Shands-VTM-109/2021|Shands-VTM-109|2021-02-02|NorthAmerica,B.1.2,0.0,,,,,,PUSHER-v1.12,4.1.2,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.02,Usher placements: B.1.2(1/1)
hCoV-19/USA/FL-Shands-VTM-110/2021|Shands-VTM-110|2021-02-02|NorthAmerica,B.1.234,0.0,,,,,,PUSHER-v1.12,4.1.2,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.17,Usher placements: B.1.234(5/5)
hCoV-19/USA/FL-Shands-VTM-111/2021|Shands-VTM-111|2021-02-02|NorthAmerica,B.1.243,0.0,,,,,,PUSHER-v1.12,4.1.2,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.29,Usher placements: B.1.243(7/7)
hCoV-19/USA/FL-Shands-VTM-112/2021|Shands-VTM-112|2021-02-02|NorthAmerica,B.1.311,0.0,,,,,,PUSHER-v1.12,4.1.2,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.15,Usher placements: B.1.311(1/1)
hCoV-19/USA/FL-Shands-VTM-113/2021|Shands-VTM-113|2021-02-02|NorthAmerica,B.1.243,0.0,,,,,,PUSHER-v1.12,4.1.2,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.14,Usher placements: B.1.243(1/1)
hCoV-19/USA/FL-Shands-VTM-114/2021|Shands-VTM-114|2021-02-02|NorthAmerica,B.1.2,0.0,,,,,,PUSHER-v1.12,4.1.2,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.02,Usher placements: B.1.2(1/1)
hCoV-19/USA/FL-Shands-VTM-115/2021|Shands-VTM-115|2021-02-02|NorthAmerica,B.1.1.434,0.0,,,,,,PUSHER-v1.12,4.1.2,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.02,Usher placements: B.1.1.434(1/1)
hCoV-19/USA/FL-Shands-VTM-116/2021|Shands-VTM-116|2021-02-02|NorthAmerica,B.1.2,0.0,,,,,,PUSHER-v1.12,4.1.2,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.02,Usher placements: B.1.2(1/1)
hCoV-19/USA/FL-Shands-VTM-117/2021|Shands-VTM-117|2021-02-02|NorthAmerica,B.1.2,0.0,,,,,,PUSHER-v1.12,4.1.2,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.02,Usher placements: B.1.2(1/1)
hCoV-19/USA/FL-Shands-VTM-119/2021|Shands-VTM-119|2021-02-02|NorthAmerica,B.1.2,0.0,,,,,,PUSHER-v1.12,4.1.2,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.02,Usher placements: B.1.2(1/1)
