cluster_id,ID,DATE,field,trait,birth_origin
Background,hCoV-19/USA/FL-USAFSAM-S018/2020|EPI_ISL_512792|2020-03-27|NorthAmerica,2020-03-27,Location,FL,NA
Background,hCoV-19/USA/FL-USAFSAM-S018/2020|EPI_ISL_512792|2020-03-27|NorthAmerica,2020-03-27,lineage,B.28,NA
Background,hCoV-19/USA/FL-USAFSAM-S018/2020|EPI_ISL_512792|2020-03-27|NorthAmerica,2020-03-27,ambiguity_score,0.956150473113316,NA
Background,hCoV-19/USA/FL-USAFSAM-S018/2020|EPI_ISL_512792|2020-03-27|NorthAmerica,2020-03-27,pangoLEARN_version,2021-11-25,NA
Background,hCoV-19/USA/FL-USAFSAM-S018/2020|EPI_ISL_512792|2020-03-27|NorthAmerica,2020-03-27,pango_version,v1.2.101,NA
Background,hCoV-19/USA/FL-USAFSAM-S018/2020|EPI_ISL_512792|2020-03-27|NorthAmerica,2020-03-27,tardis_location,FL,NA
Background,hCoV-19/USA/FL-QDX-227/2020|EPI_ISL_498708|2020-04-16|NorthAmerica,2020-04-16,SampleName,EPI_ISL_498708,NA
Background,hCoV-19/USA/FL-QDX-227/2020|EPI_ISL_498708|2020-04-16|NorthAmerica,2020-04-16,Continent,NorthAmerica,NA
Background,hCoV-19/USA/FL-QDX-227/2020|EPI_ISL_498708|2020-04-16|NorthAmerica,2020-04-16,Country,USA,NA
Background,hCoV-19/USA/FL-QDX-227/2020|EPI_ISL_498708|2020-04-16|NorthAmerica,2020-04-16,Location,FL,NA
Background,hCoV-19/USA/FL-QDX-227/2020|EPI_ISL_498708|2020-04-16|NorthAmerica,2020-04-16,lineage,B.40,NA
Background,hCoV-19/USA/FL-QDX-227/2020|EPI_ISL_498708|2020-04-16|NorthAmerica,2020-04-16,ambiguity_score,NA,NA
Background,hCoV-19/USA/FL-QDX-227/2020|EPI_ISL_498708|2020-04-16|NorthAmerica,2020-04-16,pangoLEARN_version,2021-11-25,NA
Background,hCoV-19/USA/FL-QDX-227/2020|EPI_ISL_498708|2020-04-16|NorthAmerica,2020-04-16,pango_version,v1.2.101,NA
Background,hCoV-19/USA/FL-QDX-227/2020|EPI_ISL_498708|2020-04-16|NorthAmerica,2020-04-16,tardis_location,FL,NA
Background,hCoV-19/USA/FL-BPHL-0598/2020|EPI_ISL_508802|2020-03-23|NorthAmerica,2020-03-23,SampleName,EPI_ISL_508802,NA
Background,hCoV-19/USA/FL-BPHL-0598/2020|EPI_ISL_508802|2020-03-23|NorthAmerica,2020-03-23,Continent,NorthAmerica,NA
Background,hCoV-19/USA/FL-BPHL-0598/2020|EPI_ISL_508802|2020-03-23|NorthAmerica,2020-03-23,Country,USA,NA
Background,hCoV-19/USA/FL-BPHL-0598/2020|EPI_ISL_508802|2020-03-23|NorthAmerica,2020-03-23,Location,FL,NA
Background,hCoV-19/USA/FL-BPHL-0598/2020|EPI_ISL_508802|2020-03-23|NorthAmerica,2020-03-23,lineage,B.40,NA
Background,hCoV-19/USA/FL-BPHL-0598/2020|EPI_ISL_508802|2020-03-23|NorthAmerica,2020-03-23,ambiguity_score,0.992650334075724,NA
Background,hCoV-19/USA/FL-BPHL-0598/2020|EPI_ISL_508802|2020-03-23|NorthAmerica,2020-03-23,pangoLEARN_version,2021-11-25,NA
Background,hCoV-19/USA/FL-BPHL-0598/2020|EPI_ISL_508802|2020-03-23|NorthAmerica,2020-03-23,pango_version,v1.2.101,NA
Background,hCoV-19/USA/FL-BPHL-0598/2020|EPI_ISL_508802|2020-03-23|NorthAmerica,2020-03-23,tardis_location,FL,NA
Background,hCoV-19/USA/FL-BPHL-0497/2020|EPI_ISL_495403|2020-03-25|NorthAmerica,2020-03-25,SampleName,EPI_ISL_495403,NA
Background,hCoV-19/USA/FL-BPHL-0497/2020|EPI_ISL_495403|2020-03-25|NorthAmerica,2020-03-25,Continent,NorthAmerica,NA
Background,hCoV-19/USA/FL-BPHL-0497/2020|EPI_ISL_495403|2020-03-25|NorthAmerica,2020-03-25,Country,USA,NA
Background,hCoV-19/USA/FL-BPHL-0497/2020|EPI_ISL_495403|2020-03-25|NorthAmerica,2020-03-25,Location,FL,NA
Background,hCoV-19/USA/FL-BPHL-0497/2020|EPI_ISL_495403|2020-03-25|NorthAmerica,2020-03-25,lineage,B.31,NA
Background,hCoV-19/USA/FL-BPHL-0497/2020|EPI_ISL_495403|2020-03-25|NorthAmerica,2020-03-25,ambiguity_score,0.992650334075724,NA
Background,hCoV-19/USA/FL-BPHL-0497/2020|EPI_ISL_495403|2020-03-25|NorthAmerica,2020-03-25,pangoLEARN_version,2021-11-25,NA
Background,hCoV-19/USA/FL-BPHL-0497/2020|EPI_ISL_495403|2020-03-25|NorthAmerica,2020-03-25,pango_version,v1.2.101,NA
Background,hCoV-19/USA/FL-BPHL-0497/2020|EPI_ISL_495403|2020-03-25|NorthAmerica,2020-03-25,tardis_location,FL,NA
Background,hCoV-19/USA/FL-BPHL-2103/2020|EPI_ISL_653256|2020-03-05|NorthAmerica,2020-03-05,SampleName,EPI_ISL_653256,NA
Background,hCoV-19/USA/FL-BPHL-2103/2020|EPI_ISL_653256|2020-03-05|NorthAmerica,2020-03-05,Continent,NorthAmerica,NA
Background,hCoV-19/USA/FL-BPHL-2103/2020|EPI_ISL_653256|2020-03-05|NorthAmerica,2020-03-05,Country,USA,NA
Background,hCoV-19/USA/FL-BPHL-2103/2020|EPI_ISL_653256|2020-03-05|NorthAmerica,2020-03-05,Location,FL,NA
Background,hCoV-19/USA/FL-BPHL-2103/2020|EPI_ISL_653256|2020-03-05|NorthAmerica,2020-03-05,lineage,B,NA
Background,hCoV-19/USA/FL-BPHL-2103/2020|EPI_ISL_653256|2020-03-05|NorthAmerica,2020-03-05,ambiguity_score,0.987236901030004,NA
Background,hCoV-19/USA/FL-BPHL-2103/2020|EPI_ISL_653256|2020-03-05|NorthAmerica,2020-03-05,pangoLEARN_version,2021-11-25,NA
Background,hCoV-19/USA/FL-BPHL-2103/2020|EPI_ISL_653256|2020-03-05|NorthAmerica,2020-03-05,pango_version,v1.2.101,NA
Background,hCoV-19/USA/FL-BPHL-2103/2020|EPI_ISL_653256|2020-03-05|NorthAmerica,2020-03-05,tardis_location,FL,NA
Background,hCoV-19/USA/FL-BPHL-2104/2020|EPI_ISL_653257|2020-03-05|NorthAmerica,2020-03-05,SampleName,EPI_ISL_653257,NA
Background,hCoV-19/USA/FL-BPHL-2104/2020|EPI_ISL_653257|2020-03-05|NorthAmerica,2020-03-05,Continent,NorthAmerica,NA
Background,hCoV-19/USA/FL-BPHL-2104/2020|EPI_ISL_653257|2020-03-05|NorthAmerica,2020-03-05,Country,USA,NA
Background,hCoV-19/USA/FL-BPHL-2104/2020|EPI_ISL_653257|2020-03-05|NorthAmerica,2020-03-05,Location,FL,NA
Background,hCoV-19/USA/FL-BPHL-2104/2020|EPI_ISL_653257|2020-03-05|NorthAmerica,2020-03-05,lineage,B,NA
Background,hCoV-19/USA/FL-BPHL-2104/2020|EPI_ISL_653257|2020-03-05|NorthAmerica,2020-03-05,ambiguity_score,0.987463622117752,NA
Background,hCoV-19/USA/FL-BPHL-2104/2020|EPI_ISL_653257|2020-03-05|NorthAmerica,2020-03-05,pangoLEARN_version,2021-11-25,NA
Background,hCoV-19/USA/FL-BPHL-2104/2020|EPI_ISL_653257|2020-03-05|NorthAmerica,2020-03-05,pango_version,v1.2.101,NA
Background,hCoV-19/USA/FL-BPHL-2104/2020|EPI_ISL_653257|2020-03-05|NorthAmerica,2020-03-05,tardis_location,FL,NA
Background,hCoV-19/USA/FL_9590/2020|EPI_ISL_424853|2020-03-05|NorthAmerica,2020-03-05,SampleName,EPI_ISL_424853,NA
Background,hCoV-19/USA/FL_9590/2020|EPI_ISL_424853|2020-03-05|NorthAmerica,2020-03-05,Continent,NorthAmerica,NA
Background,hCoV-19/USA/FL_9590/2020|EPI_ISL_424853|2020-03-05|NorthAmerica,2020-03-05,Country,USA,NA
Background,hCoV-19/USA/FL_9590/2020|EPI_ISL_424853|2020-03-05|NorthAmerica,2020-03-05,Location,Unknown,NA
Background,hCoV-19/USA/FL_9590/2020|EPI_ISL_424853|2020-03-05|NorthAmerica,2020-03-05,lineage,B,NA
Background,hCoV-19/USA/FL_9590/2020|EPI_ISL_424853|2020-03-05|NorthAmerica,2020-03-05,ambiguity_score,0.992650334075724,NA
Background,hCoV-19/USA/FL_9590/2020|EPI_ISL_424853|2020-03-05|NorthAmerica,2020-03-05,pangoLEARN_version,2021-11-25,NA
Background,hCoV-19/USA/FL_9590/2020|EPI_ISL_424853|2020-03-05|NorthAmerica,2020-03-05,pango_version,v1.2.101,NA
Background,hCoV-19/USA/FL_9590/2020|EPI_ISL_424853|2020-03-05|NorthAmerica,2020-03-05,tardis_location,Global,NA
Background,hCoV-19/USA/FL-BPHL-0493/2020|EPI_ISL_495399|2020-03-25|NorthAmerica,2020-03-25,SampleName,EPI_ISL_495399,NA
Background,hCoV-19/USA/FL-BPHL-0493/2020|EPI_ISL_495399|2020-03-25|NorthAmerica,2020-03-25,Continent,NorthAmerica,NA
Background,hCoV-19/USA/FL-BPHL-0493/2020|EPI_ISL_495399|2020-03-25|NorthAmerica,2020-03-25,Country,USA,NA
Background,hCoV-19/USA/FL-BPHL-0493/2020|EPI_ISL_495399|2020-03-25|NorthAmerica,2020-03-25,Location,FL,NA
Background,hCoV-19/USA/FL-BPHL-0493/2020|EPI_ISL_495399|2020-03-25|NorthAmerica,2020-03-25,lineage,B.39,NA
Background,hCoV-19/USA/FL-BPHL-0493/2020|EPI_ISL_495399|2020-03-25|NorthAmerica,2020-03-25,ambiguity_score,0.992650334075724,NA
Background,hCoV-19/USA/FL-BPHL-0493/2020|EPI_ISL_495399|2020-03-25|NorthAmerica,2020-03-25,pangoLEARN_version,2021-11-25,NA
Background,hCoV-19/USA/FL-BPHL-0493/2020|EPI_ISL_495399|2020-03-25|NorthAmerica,2020-03-25,pango_version,v1.2.101,NA
Background,hCoV-19/USA/FL-BPHL-0493/2020|EPI_ISL_495399|2020-03-25|NorthAmerica,2020-03-25,tardis_location,FL,NA
Background,hCoV-19/USA/FL-BPHL-0464/2020|EPI_ISL_495370|2020-03-24|NorthAmerica,2020-03-24,SampleName,EPI_ISL_495370,NA
Background,hCoV-19/USA/FL-BPHL-0464/2020|EPI_ISL_495370|2020-03-24|NorthAmerica,2020-03-24,Continent,NorthAmerica,NA
Background,hCoV-19/USA/FL-BPHL-0464/2020|EPI_ISL_495370|2020-03-24|NorthAmerica,2020-03-24,Country,USA,NA
Background,hCoV-19/USA/FL-BPHL-0464/2020|EPI_ISL_495370|2020-03-24|NorthAmerica,2020-03-24,Location,FL,NA
Background,hCoV-19/USA/FL-BPHL-0464/2020|EPI_ISL_495370|2020-03-24|NorthAmerica,2020-03-24,lineage,B,NA
Background,hCoV-19/USA/FL-BPHL-0464/2020|EPI_ISL_495370|2020-03-24|NorthAmerica,2020-03-24,ambiguity_score,0.878780366881507,NA
Background,hCoV-19/USA/FL-BPHL-0464/2020|EPI_ISL_495370|2020-03-24|NorthAmerica,2020-03-24,pangoLEARN_version,2021-11-25,NA
Background,hCoV-19/USA/FL-BPHL-0464/2020|EPI_ISL_495370|2020-03-24|NorthAmerica,2020-03-24,pango_version,v1.2.101,NA
Background,hCoV-19/USA/FL-BPHL-0464/2020|EPI_ISL_495370|2020-03-24|NorthAmerica,2020-03-24,tardis_location,FL,NA
Background,hCoV-19/USA/FL-BPHL-0168/2020|EPI_ISL_480819|2020-04-02|NorthAmerica,2020-04-02,SampleName,EPI_ISL_480819,NA
Background,hCoV-19/USA/FL-BPHL-0168/2020|EPI_ISL_480819|2020-04-02|NorthAmerica,2020-04-02,Continent,NorthAmerica,NA
Background,hCoV-19/USA/FL-BPHL-0168/2020|EPI_ISL_480819|2020-04-02|NorthAmerica,2020-04-02,Country,USA,NA
Background,hCoV-19/USA/FL-BPHL-0168/2020|EPI_ISL_480819|2020-04-02|NorthAmerica,2020-04-02,Location,FL,NA
Background,hCoV-19/USA/FL-BPHL-0168/2020|EPI_ISL_480819|2020-04-02|NorthAmerica,2020-04-02,lineage,B,NA
Background,hCoV-19/USA/FL-BPHL-0168/2020|EPI_ISL_480819|2020-04-02|NorthAmerica,2020-04-02,ambiguity_score,NA,NA
Background,hCoV-19/USA/FL-BPHL-0168/2020|EPI_ISL_480819|2020-04-02|NorthAmerica,2020-04-02,pangoLEARN_version,2021-11-25,NA
Background,hCoV-19/USA/FL-BPHL-0168/2020|EPI_ISL_480819|2020-04-02|NorthAmerica,2020-04-02,pango_version,v1.2.101,NA
Background,hCoV-19/USA/FL-BPHL-0168/2020|EPI_ISL_480819|2020-04-02|NorthAmerica,2020-04-02,tardis_location,FL,NA
Background,hCoV-19/USA/FL-BPHL-0473/2020|EPI_ISL_495379|2020-04-01|NorthAmerica,2020-04-01,SampleName,EPI_ISL_495379,NA
Background,hCoV-19/USA/FL-BPHL-0473/2020|EPI_ISL_495379|2020-04-01|NorthAmerica,2020-04-01,Continent,NorthAmerica,NA
Background,hCoV-19/USA/FL-BPHL-0473/2020|EPI_ISL_495379|2020-04-01|NorthAmerica,2020-04-01,Country,USA,NA
Background,hCoV-19/USA/FL-BPHL-0473/2020|EPI_ISL_495379|2020-04-01|NorthAmerica,2020-04-01,Location,FL,NA
Background,hCoV-19/USA/FL-BPHL-0473/2020|EPI_ISL_495379|2020-04-01|NorthAmerica,2020-04-01,lineage,B,NA
Background,hCoV-19/USA/FL-BPHL-0473/2020|EPI_ISL_495379|2020-04-01|NorthAmerica,2020-04-01,ambiguity_score,NA,NA
Background,hCoV-19/USA/FL-BPHL-0473/2020|EPI_ISL_495379|2020-04-01|NorthAmerica,2020-04-01,pangoLEARN_version,2021-11-25,NA
Background,hCoV-19/USA/FL-BPHL-0473/2020|EPI_ISL_495379|2020-04-01|NorthAmerica,2020-04-01,pango_version,v1.2.101,NA
Background,hCoV-19/USA/FL-BPHL-0473/2020|EPI_ISL_495379|2020-04-01|NorthAmerica,2020-04-01,tardis_location,FL,NA
Background,hCoV-19/USA/FL-BPHL-1837/2020|EPI_ISL_613918|2020-04-09|NorthAmerica,2020-04-09,SampleName,EPI_ISL_613918,NA
Background,hCoV-19/USA/FL-BPHL-1837/2020|EPI_ISL_613918|2020-04-09|NorthAmerica,2020-04-09,Continent,NorthAmerica,NA
Background,hCoV-19/USA/FL-BPHL-1837/2020|EPI_ISL_613918|2020-04-09|NorthAmerica,2020-04-09,Country,USA,NA
Background,hCoV-19/USA/FL-BPHL-1837/2020|EPI_ISL_613918|2020-04-09|NorthAmerica,2020-04-09,Location,FL,NA
Background,hCoV-19/USA/FL-BPHL-1837/2020|EPI_ISL_613918|2020-04-09|NorthAmerica,2020-04-09,lineage,B,NA
Background,hCoV-19/USA/FL-BPHL-1837/2020|EPI_ISL_613918|2020-04-09|NorthAmerica,2020-04-09,ambiguity_score,NA,NA
Background,hCoV-19/USA/FL-BPHL-1837/2020|EPI_ISL_613918|2020-04-09|NorthAmerica,2020-04-09,pangoLEARN_version,2021-11-25,NA
Background,hCoV-19/USA/FL-BPHL-1837/2020|EPI_ISL_613918|2020-04-09|NorthAmerica,2020-04-09,pango_version,v1.2.101,NA
Background,hCoV-19/USA/FL-BPHL-1837/2020|EPI_ISL_613918|2020-04-09|NorthAmerica,2020-04-09,tardis_location,FL,NA
Background,hCoV-19/USA/FL-BPHL-0630/2020|EPI_ISL_508834|2020-04-06|NorthAmerica,2020-04-06,SampleName,EPI_ISL_508834,NA
Background,hCoV-19/USA/FL-BPHL-0630/2020|EPI_ISL_508834|2020-04-06|NorthAmerica,2020-04-06,Continent,NorthAmerica,NA
Background,hCoV-19/USA/FL-BPHL-0630/2020|EPI_ISL_508834|2020-04-06|NorthAmerica,2020-04-06,Country,USA,NA
Background,hCoV-19/USA/FL-BPHL-0630/2020|EPI_ISL_508834|2020-04-06|NorthAmerica,2020-04-06,Location,FL,NA
Background,hCoV-19/USA/FL-BPHL-0630/2020|EPI_ISL_508834|2020-04-06|NorthAmerica,2020-04-06,lineage,B,NA
Background,hCoV-19/USA/FL-BPHL-0630/2020|EPI_ISL_508834|2020-04-06|NorthAmerica,2020-04-06,ambiguity_score,0.972745855098796,NA
Background,hCoV-19/USA/FL-BPHL-0630/2020|EPI_ISL_508834|2020-04-06|NorthAmerica,2020-04-06,pangoLEARN_version,2021-11-25,NA
Background,hCoV-19/USA/FL-BPHL-0630/2020|EPI_ISL_508834|2020-04-06|NorthAmerica,2020-04-06,pango_version,v1.2.101,NA
Background,hCoV-19/USA/FL-BPHL-0630/2020|EPI_ISL_508834|2020-04-06|NorthAmerica,2020-04-06,tardis_location,FL,NA
Background,hCoV-19/USA/FL-BPHL-0631/2020|EPI_ISL_508835|2020-04-06|NorthAmerica,2020-04-06,SampleName,EPI_ISL_508835,NA
Background,hCoV-19/USA/FL-BPHL-0631/2020|EPI_ISL_508835|2020-04-06|NorthAmerica,2020-04-06,Continent,NorthAmerica,NA
Background,hCoV-19/USA/FL-BPHL-0631/2020|EPI_ISL_508835|2020-04-06|NorthAmerica,2020-04-06,Country,USA,NA
Background,hCoV-19/USA/FL-BPHL-0631/2020|EPI_ISL_508835|2020-04-06|NorthAmerica,2020-04-06,Location,FL,NA
Background,hCoV-19/USA/FL-BPHL-0631/2020|EPI_ISL_508835|2020-04-06|NorthAmerica,2020-04-06,lineage,B,NA
Background,hCoV-19/USA/FL-BPHL-0631/2020|EPI_ISL_508835|2020-04-06|NorthAmerica,2020-04-06,ambiguity_score,NA,NA
Background,hCoV-19/USA/FL-BPHL-0631/2020|EPI_ISL_508835|2020-04-06|NorthAmerica,2020-04-06,pangoLEARN_version,2021-11-25,NA
Background,hCoV-19/USA/FL-BPHL-0631/2020|EPI_ISL_508835|2020-04-06|NorthAmerica,2020-04-06,pango_version,v1.2.101,NA
